model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,rides_count,ride_time_median,ride_stops_count,user_quality_median,rider_rating_mean,car_accidents_sum,driver_expirience,driver_age_mean,fix_duration_median,mean_destroy_degree,rarest_work,most_freq_work
Hyundai Solaris,economy,petrol,3.08,2013,43200,2017,4.499137931034483,16192122.89243415,0.1,163.07707024231598,169,52.0,141,-2.9002140211427196,8.105172413793102,2452.0,0.39957704404788646,34.166666666666664,26.0,3.635294117647059,refuel,repair
Skoda Rapid,economy,petrol,3.02,2015,84606,2020,4.053793103448276,11285949.16022031,0.1,189.92651324128025,171,45.0,117,-22.155714933207772,7.964942528735633,1229.0,0.43816369044825637,35.37356321839081,22.5,3.338235294117647,refuel_check,repair
Kia Sportage,standart,petrol,3.7,2014,64602,2020,4.128735632183908,10702814.222638596,0.1,171.32503425310188,169,45.5,133,7.016225534545052,8.105172413793102,2168.0,0.3903844524088573,34.46551724137931,23.5,3.923529411764706,refuel_check,repair
VW Polo,economy,petrol,2.86,2013,37381,2018,4.118390804597701,15348053.201420017,0.1,171.49564153437944,169,45.0,155,-2.6131574914942037,8.13103448275862,1682.0,0.20365237290305876,32.52298850574713,26.0,4.329411764705883,refuel_check,reparking
Smart ForFour,economy,petrol,4.98,2014,60544,2020,4.337586206896551,19803384.73162212,0.1,179.70484239712894,170,44.0,132,3.0739249414143446,7.979310344827587,1239.0,0.48115713283602407,34.05747126436781,25.0,2.2794117647058822,refuel_check,reparking
Skoda Rapid,economy,petrol,5.22,2013,51503,2018,4.7237356321839075,6878113.062170035,0.1,118.0,169,53.0,517,6.919180571027506,8.145977011494253,2069.0,0.6235663251810264,33.47126436781609,24.5,3.726470588235294,refuel,repair
Smart ForFour,economy,petrol,3.5,2017,110571,2016,4.216896551724138,17350910.859068867,0.1,197.3747754615465,166,45.0,123,-3.7677083325812815,7.869540229885057,1601.0,0.44336794776820015,32.40229885057471,27.5,3.414705882352941,refuel,reparking
Smart ForTwo,economy,petrol,2.48,2015,75096,2018,4.421954022988506,17689795.572533,0.0,200.0,170,45.0,139,-20.731126558262083,7.948275862068965,1186.0,0.6781777652297126,34.36206896551724,27.0,3.6,refuel_check,reparking
Kia Rio X,economy,petrol,4.2,2013,47381,2016,3.968620689655172,12857836.761015946,0.1,181.0,168,43.5,149,-1.063300763361521,7.831609195402299,1589.0,0.6674916463527554,33.40229885057471,28.0,3.088235294117647,refuel_check,reparking
Smart ForFour,economy,petrol,3.66,2014,67572,2015,5.458563218390805,15864412.938488241,0.1,132.07905524271882,171,39.0,134,-8.082049698695808,8.026436781609195,1323.0,0.49111854845046843,32.4367816091954,25.0,3.4441176470588233,refuel_check,reparking
Smart Coupe,economy,petrol,3.2,2016,93891,2021,4.12919540229885,12551484.935395667,0.1,169.63485855560504,168,45.0,135,-12.321803068683252,8.188505747126436,2217.0,0.513427049655464,32.94827586206897,26.0,3.7323529411764707,refuel,repair
Skoda Rapid,economy,petrol,3.88,2014,58680,2014,4.457816091954022,8663739.143259823,0.1,112.93450232401734,172,40.0,132,28.669912149301588,7.895402298850574,1587.0,0.6781039795033257,33.86206896551724,28.0,4.5323529411764705,refuel_check,repair
MINI CooperSE,business,electro,4.44,2015,74028,2017,4.714310344827586,14616551.768824302,0.1,167.11870340089166,172,41.0,125,-12.342927364285224,8.213793103448277,2507.0,0.6874805216301453,35.91954022988506,24.0,2.908823529411765,refuel_check,repair
Smart ForTwo,economy,petrol,3.82,2017,127971,2022,3.9872413793103445,12145183.156207008,0.0,177.93143190924908,171,41.5,121,-3.6730868053743206,7.935632183908046,1281.0,0.413580711684912,34.82183908045977,27.0,2.8588235294117648,refuel,reparking
Smart ForFour,economy,petrol,5.38,2015,88111,2018,4.600689655172414,18309544.366387468,0.18,121.07977547660052,170,39.5,137,1.9028970261494436,7.760919540229885,1507.0,0.6560653408575138,33.50574712643678,27.0,3.4411764705882355,refuel,reparking
Hyundai Solaris,economy,petrol,5.2,2015,86195,2018,3.972183908045977,14128895.98150849,0.0,184.45753531536235,168,45.0,140,7.44080261069141,8.019540229885058,1267.0,0.5597006341119292,33.64942528735632,24.0,3.567647058823529,refuel,repair
VW Polo VI,economy,petrol,3.08,2013,37113,2015,4.498793103448276,8672194.316927046,0.1,126.04184717520262,167,38.0,112,-8.375165240476672,7.811494252873564,1598.0,0.5521282454843581,33.275862068965516,28.0,4.261764705882353,refuel,reparking
Audi Q3,premium,petrol,4.68,2017,123612,2020,4.128103448275862,12378867.821624573,0.1,198.6383141553697,169,44.5,143,-7.494746622485839,7.929310344827586,1451.0,0.5763389386050006,35.206896551724135,26.0,3.288235294117647,refuel_check,reparking
VW Polo VI,economy,petrol,4.16,2011,7408,2019,4.6370114942528735,8553694.706512295,0.1,195.0,166,55.0,652,10.07689114706082,8.164367816091954,2202.0,0.7074572705625302,32.9367816091954,22.0,3.764705882352941,refuel,repair
Hyundai Solaris,economy,petrol,4.88,2011,3402,2021,4.6770689655172415,14223707.793901525,0.62,162.0,168,39.0,139,-11.973646539612322,8.063793103448276,2064.0,0.6056514659620691,33.189655172413794,25.0,2.8117647058823527,refuel,reparking
Renault Sandero,standart,petrol,4.46,2012,25331,2018,4.674712643678161,16070114.137939185,0.1,104.9473352720589,167,38.0,138,12.046833987244703,7.7540229885057474,1579.0,0.4661588993773019,33.06896551724138,26.0,3.7941176470588234,refuel,repair
Mini Cooper,business,petrol,4.06,2011,4287,2018,4.098908045977011,10925374.0933359,0.1,181.0145066612411,168,41.0,129,0.42118091179897266,8.241379310344827,2412.0,0.7241120860677265,32.764367816091955,29.0,4.061764705882353,refuel,repair
Hyundai Solaris,economy,petrol,4.26,2015,82124,2016,4.204885057471264,14021420.191722492,0.0,184.51313353411092,171,48.0,142,9.514474497239682,7.944827586206897,1254.0,0.7921786993008308,33.82183908045977,27.5,3.9970588235294118,refuel_check,repair
Kia Sportage,standart,petrol,6.18,2014,63172,2015,4.276034482758621,8462497.222584479,0.1,173.35455891511654,171,40.5,151,-11.242342080033563,8.017241379310345,1297.0,0.6812254514305972,34.201149425287355,22.0,3.5,refuel_check,repair
Renault Sandero,standart,petrol,5.32,2015,77837,2017,3.9598275862068966,13824580.578486541,0.1,181.80983679351297,168,44.5,147,-19.90821748338861,8.086781609195402,2058.0,0.523433613639165,33.293103448275865,26.0,3.814705882352941,refuel_check,reparking
Smart ForFour,economy,petrol,4.84,2016,102637,2022,4.600747126436781,15085692.860002147,0.1,161.36083413592723,168,41.0,146,3.4457092785961283,8.098850574712644,2239.0,0.44909103452726695,33.59770114942529,26.0,2.3911764705882352,refuel_reparking,reparking
Hyundai Solaris,economy,petrol,4.3,2013,48613,2018,5.289310344827586,16385950.287671326,0.1,106.5664567658418,169,39.0,120,-15.045742814839198,8.026436781609195,1220.0,0.5602898922666737,34.0,24.0,4.132352941176471,refuel,repair
Kia Sportage,standart,petrol,5.16,2015,86859,2018,4.816551724137931,12965092.288214028,0.53,198.0,171,54.0,558,20.548466722430035,8.098850574712644,1844.0,0.6768890841588205,33.2183908045977,26.0,2.976470588235294,refuel,reparking
Smart ForFour,economy,petrol,4.16,2015,82733,2016,4.847413793103448,10842447.566048447,0.1,177.0,168,59.5,610,-3.204338394121718,8.060344827586206,1784.0,0.4826540170847185,32.52298850574713,26.0,3.6911764705882355,refuel,repair
Audi Q3,premium,petrol,6.0,2015,85995,2017,4.594310344827586,16074901.192446982,0.49,177.84727259674688,171,58.0,683,0.040890101458699146,8.187931034482759,1957.0,0.48562017588132955,37.229885057471265,25.0,3.597058823529412,refuel_check,repair
Renault Kaptur,standart,petrol,3.46,2014,54853,2020,4.214137931034482,10862112.558790147,0.1,188.56546815231047,168,48.5,156,-1.5181053176380468,7.8212643678160925,1591.0,0.3842109096135814,33.94252873563219,24.5,4.497058823529412,refuel_check,repair
VW Polo,economy,petrol,4.48,2015,84498,2015,4.045574712643678,10326135.542915585,0.1,188.654267623904,170,44.0,136,-6.7536004603153295,7.801724137931035,1535.0,0.5572091840415381,33.793103448275865,25.0,2.6323529411764706,refuel_check,reparking
VW Polo VI,economy,petrol,4.42,2011,286,2016,4.362413793103448,8806750.05111075,0.1,103.82891070014789,168,37.0,133,5.992488125173511,7.780459770114942,1598.0,0.7114378632037299,33.44827586206897,27.5,3.711764705882353,refuel_check,reparking
Nissan Qashqai,standart,petrol,3.36,2014,67444,2022,4.63132183908046,11424772.15170604,0.1,101.92950724906298,173,42.0,132,-1.4849504289124669,7.816666666666666,1585.0,0.6834712916318152,33.298850574712645,27.5,3.6882352941176473,refuel_check,repair
VW Polo,economy,petrol,3.1,2014,60207,2022,3.8009770114942527,5179576.907261322,0.1,191.4333218027259,170,43.5,122,-1.5349397377096548,8.045402298850576,1347.0,0.5368810451456969,33.58620689655172,25.0,2.6470588235294117,refuel,repair
Kia Rio X,economy,petrol,3.96,2015,84437,2019,5.152931034482759,18285269.04492718,0.52,105.20651818438624,173,44.5,146,-5.9161995716115685,7.9798850574712645,1278.0,0.5168635325111758,34.201149425287355,28.0,3.8088235294117645,refuel,reparking
Kia Rio X,economy,petrol,4.36,2012,24978,2016,4.3532758620689656,10383246.886090461,0.67,122.14450414612574,167,37.5,120,-0.7982014160837458,7.887356321839081,1612.0,0.39433640769292577,32.04597701149425,24.0,3.485294117647059,refuel,repair
Kia Rio,economy,petrol,4.38,2012,21139,2018,5.4110344827586205,16329622.61335902,0.1,120.2038929604734,166,38.0,142,-6.61793132117444,8.065517241379311,1412.0,0.4009560218572909,34.94827586206897,25.0,3.7558823529411764,refuel,repair
Renault Sandero,standart,petrol,3.9,2015,75874,2020,4.306264367816092,11491914.830973972,0.1,185.3905184333801,168,48.0,151,2.45725581823445,7.83448275862069,1581.0,0.4542171214537035,33.2183908045977,27.0,3.6911764705882355,refuel,reparking
Skoda Rapid,economy,petrol,3.46,2017,138813,2018,5.209942528735632,15684215.594955318,0.1,121.00851470814555,166,39.5,144,-21.74567828691648,8.136781609195403,1428.0,0.4385976354723401,34.44252873563219,23.0,3.7323529411764707,refuel,repair
Kia Rio X-line,economy,petrol,6.76,2013,45317,2021,4.527471264367816,14199199.366263447,0.1,123.14915868035682,171,55.5,754,-2.8195946554572564,8.135057471264368,1954.0,0.7068151223606441,33.18390804597701,25.0,4.114705882352942,refuel_check,repair
VW Tiguan,economy,petrol,3.76,2015,78146,2022,4.472241379310344,12936381.390595613,0.28,160.0,167,37.0,152,6.084646618410609,8.056321839080459,2526.0,0.7339798479328927,35.87356321839081,27.5,2.614705882352941,refuel_check,reparking
Renault Sandero,standart,petrol,4.32,2012,24647,2019,4.259597701149425,16819457.20151957,0.1,172.9793299903048,166,41.5,150,-15.214752509565795,8.150574712643678,1952.0,0.8497893201703797,34.833333333333336,25.0,2.7705882352941176,refuel_check,reparking
Nissan Qashqai,standart,petrol,3.4,2013,50678,2018,3.8820689655172416,19802992.9659962,0.1,190.24538007359115,166,48.0,169,1.6973558922903056,7.787356321839081,1537.0,0.3921313311938442,33.632183908045974,25.5,4.514705882352941,refuel,repair
Kia Rio X-line,economy,petrol,4.04,2011,1053,2015,4.819137931034483,3085995.922552466,0.55,187.90507116291224,168,50.5,655,-0.4587699332880179,8.177011494252874,2100.0,0.6706461403042775,32.804597701149426,28.0,3.826470588235294,refuel,repair
Nissan Qashqai,standart,petrol,4.18,2013,42041,2018,3.7864367816091957,10587577.624189513,0.1,162.99143870527848,165,42.0,132,3.881749905081425,8.132183908045977,2011.0,0.7834443053758968,33.90229885057471,27.0,3.4205882352941175,refuel_check,reparking
Smart ForTwo,economy,petrol,5.48,2013,41678,2021,4.7267816091954025,13616139.528563347,0.1,184.65280134161125,168,39.0,155,-9.065502391670648,8.133333333333333,1880.0,0.5003111400894972,33.87931034482759,25.0,3.0264705882352945,refuel,repair
Kia Rio X-line,economy,petrol,4.06,2011,2206,2020,5.326781609195402,14406987.114803651,0.1,111.41647139949036,171,43.0,125,-7.397079116569655,7.925862068965516,1177.0,0.9049977600516957,36.13793103448276,27.5,4.211764705882352,refuel,repair
Audi Q3,premium,petrol,4.42,2017,139872,2017,3.987816091954023,13522702.185897427,0.1,181.8318922005052,165,45.0,137,-14.154619694943129,7.933908045977011,1651.0,0.5235646740798136,35.5632183908046,24.5,3.9441176470588233,refuel,repair
VW Polo VI,economy,petrol,4.96,2011,5779,2020,4.709425287356322,5237796.074396456,0.1,200.0,166,54.0,730,13.82437351808996,8.047126436781609,2006.0,0.604682180486737,34.05747126436781,26.0,3.385294117647059,refuel,repair
Hyundai Solaris,economy,petrol,4.98,2011,6502,2016,3.7752298850574713,13376079.08983625,0.1,195.38324168721496,167,48.0,117,-14.73068697296598,8.124712643678162,1977.0,0.3705674012742527,34.293103448275865,27.5,3.2441176470588236,refuel_check,reparking
Renault Kaptur,standart,petrol,5.4,2014,76591,2015,4.088045977011495,19127650.497041788,0.1,184.5055659292081,171,46.0,144,2.5087459226250175,7.773563218390804,1559.0,0.6377374322937175,32.3448275862069,25.5,4.329411764705882,refuel,repair
Kia Rio,economy,petrol,5.92,2015,86397,2016,4.492931034482758,9390780.02010479,0.0,188.4368121130952,170,43.0,135,0.3985043182173086,8.018965517241378,1247.0,0.5980052916081103,35.6551724137931,23.0,3.7205882352941178,refuel,repair
Kia Sportage,standart,petrol,3.42,2013,41053,2020,4.448850574712644,15116658.31909013,0.58,93.67151894631834,172,40.0,131,1.2902900795482428,7.9045977011494255,1588.0,0.44168608537536097,33.04022988505747,25.5,3.8764705882352946,refuel_check,repair
Smart Coupe,economy,petrol,4.32,2015,78524,2018,4.434942528735632,12876419.670007925,0.1,126.22579253908364,168,56.5,561,0.5388624022476586,8.113218390804597,1649.0,0.532642716290319,34.38505747126437,25.0,3.0558823529411767,refuel,repair
Kia Rio X-line,economy,petrol,4.88,2013,42058,2014,4.218850574712644,20433010.799154658,0.1,175.26082919771824,169,45.5,149,0.771634445147814,8.095402298850574,1846.0,0.6298665437498311,33.770114942528735,24.0,3.25,refuel_check,reparking
Hyundai Solaris,economy,petrol,3.76,2011,1312,2015,4.865229885057471,11913347.789499301,0.1,174.0,169,60.0,684,-1.9256895613567448,8.136781609195403,2122.0,0.5140163078102082,32.7816091954023,25.0,3.573529411764706,refuel,reparking
Fiat 500,business,petrol,5.98,2014,61075,2016,4.634482758620689,11371356.551596437,0.4,166.3415894653464,164,38.5,124,-4.697472237595575,8.136781609195403,1959.0,0.5499518063424073,33.4080459770115,25.0,2.3676470588235294,refuel,reparking
Renault Sandero,standart,petrol,3.76,2011,6833,2021,4.118333333333333,13782833.947272118,0.1,192.08214660354255,169,41.5,142,1.7146216722360847,7.823563218390804,1510.0,0.3955843250616808,34.04597701149425,26.5,3.2588235294117647,refuel_check,reparking
Hyundai Solaris,economy,petrol,4.92,2014,56415,2017,3.9699999999999998,18547936.65110996,0.1,172.07133951818952,165,44.0,175,3.3913842419793063,8.127011494252873,1972.0,0.5808801520438133,34.752873563218394,26.0,4.152941176470588,refuel,reparking
Kia Rio X-line,economy,petrol,4.6,2011,3035,2019,4.211551724137931,19177222.231812116,0.0,187.0,169,46.0,150,4.713393652237873,8.013793103448277,1270.0,0.504979029301839,35.35057471264368,25.0,4.341176470588235,refuel_check,repair
Smart ForFour,economy,petrol,4.86,2017,114970,2019,4.543908045977012,10422587.750581235,0.1,165.91098185116763,167,42.0,164,4.567898637630846,8.145977011494253,2087.0,0.5116350225012211,33.92528735632184,23.0,3.0411764705882356,refuel_check,reparking
Hyundai Solaris,economy,petrol,2.5,2013,53632,2019,4.2667816091954025,11642334.221801773,0.1,169.7553980877255,169,41.5,141,10.180102815314388,8.074137931034484,1900.0,0.6015155601902089,34.10919540229885,26.0,3.2205882352941178,refuel_check,reparking
Mercedes-Benz GLC,business,petrol,4.56,2015,88920,2019,4.099540229885058,18320911.35417819,0.1,190.1060235675605,168,48.5,137,18.12669843436759,8.238505747126437,1823.0,0.6526453690139273,34.89080459770115,24.0,3.638235294117647,refuel_check,repair
Renault Sandero,standart,petrol,4.16,2013,37113,2016,4.397931034482759,5082812.933383947,0.1,155.0,169,35.0,147,-2.4809976128324673,8.089080459770114,1967.0,0.6668616244958749,33.36206896551724,24.0,2.726470588235294,refuel_check,reparking
VW Tiguan,economy,petrol,2.7,2016,97362,2018,4.164942528735632,11249111.096670428,0.1,189.99533380008307,168,44.0,141,3.0392778379318783,8.01206896551724,1258.0,0.6877668952014547,35.92528735632184,27.0,3.0588235294117645,refuel_check,repair
Nissan Qashqai,standart,petrol,5.84,2011,3443,2016,4.760114942528736,7207479.34286649,0.1,186.0,168,49.5,597,-0.6787698829075516,8.03103448275862,1959.0,0.4043308453316207,34.02298850574713,28.5,2.864705882352941,refuel,reparking
Kia Rio X,economy,petrol,4.94,2014,68375,2020,5.3100574712643684,11008982.587488638,0.1,116.15121543785762,168,40.5,132,3.7803000647626495,8.01551724137931,1238.0,0.4355048009021994,35.38505747126437,26.5,4.205882352941177,refuel_check,repair
VW Polo VI,economy,petrol,2.98,2011,1184,2019,4.201724137931035,20662275.036816742,0.1,184.88521425487264,170,47.0,128,32.155574850230586,7.905172413793103,1613.0,0.6854637802859752,32.39080459770115,24.5,4.429411764705883,refuel_check,repair
VW Tiguan,economy,petrol,3.9,2013,48229,2019,4.1112068965517246,8328201.777366023,0.1,172.50189197348104,172,46.0,121,11.853803485705129,7.992528735632185,1304.0,0.48600458786903733,36.58620689655172,28.0,3.0794117647058825,refuel,repair
Smart ForFour,economy,petrol,3.54,2017,121535,2021,4.618218390804598,18881398.92731299,0.69,175.0,169,53.5,666,-0.26600563106803476,8.144252873563218,1996.0,0.6790082485865097,33.724137931034484,27.0,4.2,refuel_check,repair
Renault Sandero,standart,petrol,4.74,2011,10397,2020,4.337586206896551,23868315.287016507,0.1,188.37336751702108,172,43.5,139,-8.994902713009697,8.026436781609195,1420.0,0.5257411132217643,34.61494252873563,25.5,2.9,refuel,reparking
Kia Rio X,economy,petrol,5.88,2015,77785,2019,4.844425287356321,6360496.44762422,0.34,189.0,166,51.0,656,-9.004890798670173,8.067241379310346,2174.0,0.5837031240547699,34.4367816091954,25.5,4.167647058823529,refuel_check,repair
VW Polo VI,economy,petrol,4.6,2015,87101,2016,4.384597701149425,21811682.464620464,0.1,185.5897549514121,168,42.0,143,18.869271681577583,8.091954022988507,2130.0,0.5441505491898337,33.51149425287356,23.0,4.482352941176471,refuel_check,repair
VW Tiguan,economy,petrol,2.92,2014,56278,2020,4.455689655172414,7463101.056959386,0.1,187.0,167,41.0,127,-3.216349242787854,7.712643678160919,1577.0,0.4503059298717713,35.43103448275862,26.0,4.770588235294118,refuel,repair
Smart ForFour,economy,petrol,4.38,2013,37920,2015,4.394770114942529,15435541.25488,0.1,183.26031073414785,171,48.0,145,11.772686548682673,7.887356321839081,1667.0,0.6375821191630574,34.42528735632184,27.5,4.314705882352941,refuel,repair
